confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,highDangerCount,midDangerCount,suspectedCount,suspectedCountIncr
2360,1,2297,3,55,-2,20210505,8,0,0,0,14,0
2365,5,2304,7,53,-2,20210506,8,0,0,0,14,0
2365,0,2306,2,51,-2,20210507,8,0,0,0,14,0
2370,5,2307,1,55,4,20210508,8,0,0,0,14,0
2372,2,2314,7,50,-5,20210509,8,0,0,0,14,0
2373,1,2314,0,51,1,20210510,8,0,0,0,14,0
2381,8,2316,2,57,6,20210511,8,0,0,0,14,0
2383,2,2321,5,54,-3,20210512,8,0,0,0,14,0
2386,3,2324,3,54,0,20210513,8,0,0,0,14,0
2387,1,2331,7,48,-6,20210514,8,0,0,0,14,0
2392,5,2331,0,53,5,20210515,8,0,0,0,14,0
2396,4,2343,12,45,-8,20210516,8,0,0,0,14,0
2397,1,2346,3,43,-2,20210517,8,0,0,0,14,0
2398,1,2350,4,40,-3,20210518,8,0,0,0,14,0
2399,1,2354,4,37,-3,20210519,8,0,0,0,14,0
2400,1,2354,0,38,1,20210520,8,0,0,0,14,0
2406,6,2355,1,43,5,20210521,8,0,0,0,14,0
2409,3,2357,2,44,1,20210522,8,0,0,0,14,0
2412,3,2359,2,45,1,20210523,8,0,0,1,14,0
2412,0,2361,2,43,-2,20210524,8,0,0,1,14,0
2413,1,2364,3,41,-2,20210525,8,0,0,1,14,0
2427,14,2371,7,48,7,20210526,8,0,0,1,14,0
2428,1,2375,4,45,-3,20210527,8,0,0,2,14,0
2431,3,2377,2,46,1,20210528,8,0,0,2,14,0
2432,1,2381,4,43,-3,20210529,8,0,0,7,14,0
2455,23,2383,2,64,21,20210530,8,0,0,7,14,0
2468,13,2385,2,75,11,20210531,8,0,0,8,14,0
2481,13,2385,0,88,13,20210601,8,0,0,8,14,0
2498,17,2388,3,102,14,20210602,8,0,2,8,14,0
